Timestamp,1_Yaw,1_Pitch,1_Roll,1_Ax,1_Ay,1_Az,2_Yaw,2_Pitch,2_Roll,2_Ax,2_Ay,2_Az,Audio_A5,Audio_A6,Audio_A7
1742071274.6289954,0.0,0.0,0.0,-9.0,-78.0,-24572.0,0.0,-0.0,0.01,-6.0,-139.0,-32762.0,44.0,63.0,4.0
1742071274.640998,0.0,0.0,0.0,-12.0,-147.0,24583.0,0.0,-0.0,0.01,-9.0,-207.0,16392.0,58.0,0.0,15.0
1742071274.6494963,0.0,0.0,0.0,-15.0,-215.0,8200.0,0.0,-0.0,0.01,-13.0,-274.0,9.0,0.0,0.0,0.0
1742071274.6614969,0.0,0.0,0.0,-19.0,-282.0,-8182.0,0.0,-0.0,0.01,-17.0,-340.0,-16372.0,0.0,0.0,0.0
1742071274.6704962,0.0,0.0,0.0,-23.0,-347.0,-24563.0,0.0,-0.0,0.01,-21.0,-404.0,-32753.0,154.0,102.0,172.0
1742071274.6819966,0.0,0.0,0.0,-27.0,-411.0,24592.0,0.0,-0.0,0.01,-25.0,-468.0,16401.0,0.0,34.0,63.0
1742071274.6904955,0.0,0.0,0.0,-31.0,-475.0,8209.0,0.0,-0.0,0.01,-29.0,-531.0,18.0,0.0,0.0,0.0
1742071274.702499,0.0,0.0,0.0,-35.0,-538.0,-8173.0,0.0,-0.0,0.01,-33.0,-593.0,-16363.0,26.0,44.0,68.0
1742071274.7109973,0.0,0.0,0.0,-39.0,-600.0,-24554.0,0.0,-0.0,0.01,-37.0,-655.0,-32744.0,10.0,9.0,4.0
1742071274.7230017,0.0,0.0,0.0,-43.0,-662.0,24601.0,0.0,-0.0,0.01,-41.0,-716.0,16410.0,103.0,98.0,153.0
1742071274.7315032,0.0,0.0,0.0,-47.0,-723.0,8218.0,0.0,-0.0,0.01,-45.0,-776.0,27.0,16.0,27.0,13.0
1742071274.7435029,0.0,0.0,0.0,-51.0,-783.0,-8164.0,0.0,-0.0,0.01,-49.0,-835.0,-16354.0,0.0,0.0,0.0
1742071274.7520018,0.0,0.0,0.0,-55.0,-842.0,-24545.0,0.0,-0.0,0.01,-54.0,-894.0,-32735.0,74.0,53.0,121.0
1742071274.7640016,0.0,0.0,0.0,-60.0,-901.0,24610.0,0.0,-0.0,0.01,-59.0,-952.0,16419.0,23.0,81.0,0.0
