Timestamp,1_Yaw,1_Pitch,1_Roll,1_Ax,1_Ay,1_Az,2_Yaw,2_Pitch,2_Roll,2_Ax,2_Ay,2_Az,Audio_A5,Audio_A6,Audio_A7
1742341127.6643817,0.0,0.0,-0.0,-15.0,-49.0,-24572.0,0.0,-0.0,0.01,-12.0,-110.0,-32762.0,154.0,144.0,148.0
1742341127.6763828,0.0,0.0,-0.0,-21.0,-103.0,24583.0,0.0,-0.0,0.01,-19.0,-163.0,16392.0,63.0,28.0,18.0
1742341127.6843808,0.0,0.0,-0.0,-28.0,-157.0,8200.0,0.0,-0.0,0.01,-26.0,-216.0,9.0,16.0,0.0,0.0
1742341127.6968822,0.0,0.0,-0.0,-35.0,-210.0,-8182.0,0.0,-0.0,0.01,-34.0,-268.0,-16372.0,19.0,50.0,60.0
1742341127.7048812,0.0,0.0,-0.0,-43.0,-262.0,-24563.0,0.0,-0.0,0.01,-42.0,-320.0,-32753.0,0.0,0.0,19.0
1742341127.7173333,0.0,0.0,-0.0,-51.0,-314.0,24592.0,0.0,-0.0,0.01,-50.0,-371.0,16401.0,177.0,141.0,148.0
1742341127.725657,0.0,0.0,-0.0,-59.0,-365.0,8209.0,0.0,-0.0,0.01,-57.0,-421.0,18.0,28.0,0.0,0.0
1742341127.7376752,0.0,0.0,-0.0,-67.0,-414.0,-8173.0,0.0,-0.0,0.01,-65.0,-469.0,-16363.0,0.0,0.0,0.0
1742341127.7456746,0.0,0.0,-0.0,-75.0,-462.0,-24554.0,0.0,-0.0,0.01,-73.0,-517.0,-32744.0,84.0,111.0,110.0
1742341127.7579427,0.0,0.0,-0.0,-83.0,-510.0,24601.0,0.0,-0.0,0.01,-81.0,-564.0,16410.0,34.0,0.0,40.0
1742341127.7664437,0.0,0.0,-0.0,-91.0,-557.0,8218.0,0.0,-0.0,0.01,-89.0,-610.0,27.0,140.0,132.0,96.0
1742341127.7784584,0.0,0.0,-0.0,-99.0,-603.0,-8164.0,0.0,-0.0,0.01,-98.0,-655.0,-16354.0,0.0,0.0,0.0
1742341127.786943,0.0,0.0,-0.0,-107.0,-648.0,-24545.0,0.0,-0.0,0.01,-106.0,-700.0,-32735.0,0.0,0.0,0.0
1742341127.7994418,0.0,0.0,-0.0,-116.0,-693.0,24610.0,0.0,-0.0,0.01,-115.0,-744.0,16419.0,110.0,167.0,136.0
1742341127.8075767,0.0,0.0,-0.0,-125.0,-737.0,8227.0,0.0,-0.0,0.01,-124.0,-787.0,36.0,6.0,23.0,20.0
1742341127.819576,0.0,0.0,-0.0,-134.0,-780.0,-8155.0,0.0,-0.0,0.01,-133.0,-829.0,-16345.0,67.0,0.0,5.0
1742341127.8280766,0.0,0.0,-0.0,-142.0,-822.0,-24536.0,0.0,0.0,0.01,-142.0,-870.0,-32726.0,0.0,0.0,0.0
1742341127.840598,0.0,0.0,-0.0,-152.0,-863.0,24619.0,0.0,0.0,0.01,-152.0,-911.0,16428.0,0.0,27.0,0.0
1742341127.848607,0.0,0.0,-0.0,-162.0,-904.0,8236.0,0.0,0.0,0.01,-162.0,-951.0,45.0,175.0,141.0,170.0
1742341127.8606052,0.0,0.0,-0.0,-172.0,-943.0,-8146.0,0.0,0.0,0.01,-172.0,-989.0,-16336.0,3.0,0.0,12.0
1742341127.8691075,0.0,0.0,-0.0,-182.0,-981.0,-24527.0,0.0,0.0,0.01,-182.0,-1027.0,-32717.0,0.0,0.0,0.0
1742341127.8811047,0.0,0.0,-0.0,-192.0,-1019.0,24628.0,0.0,0.0,0.01,-192.0,-1064.0,16437.0,79.0,89.0,138.0
1742341127.8896048,0.0,0.0,-0.0,-202.0,-1056.0,8245.0,0.0,0.0,0.01,-203.0,-1100.0,54.0,55.0,0.0,31.0
1742341127.9015534,0.0,0.0,-0.0,-213.0,-1092.0,-8137.0,0.0,0.0,0.01,-213.0,-1136.0,-16327.0,70.0,100.0,26.0
1742341127.910053,0.0,0.0,-0.0,-223.0,-1128.0,-24518.0,0.0,0.0,0.01,-224.0,-1171.0,-32708.0,0.0,0.0,17.0
1742341127.9260235,0.0,0.0,-0.0,-234.0,-1163.0,24637.0,0.0,0.0,0.01,-235.0,-1205.0,16446.0,0.0,3.0,0.0
1742341127.9346578,0.0,0.0,-0.0,-245.0,-1197.0,8254.0,0.0,0.0,0.01,-246.0,-1238.0,63.0,0.0,0.0,0.0
1742341127.9467175,0.0,0.0,-0.0,-256.0,-1230.0,-8128.0,0.0,0.0,0.01,-257.0,-1270.0,-16318.0,100.0,153.0,119.0
1742341127.959157,0.0,0.0,-0.0,-267.0,-1262.0,-24509.0,0.0,0.0,0.01,-268.0,-1302.0,-32699.0,31.0,47.0,14.0
1742341127.9675057,0.0,0.0,-0.0,-278.0,-1294.0,24646.0,0.0,0.0,0.0,-279.0,-1333.0,16455.0,24.0,34.0,32.0
1742341127.979288,0.0,0.0,-0.0,-289.0,-1325.0,8263.0,0.0,0.0,0.0,-290.0,-1364.0,72.0,0.0,0.0,0.0
1742341127.988283,0.0,0.0,-0.0,-300.0,-1356.0,-8119.0,0.0,0.0,0.0,-301.0,-1394.0,-16309.0,16.0,0.0,10.0
1742341128.0001297,0.0,0.0,-0.0,-311.0,-1385.0,-24500.0,0.0,0.0,0.0,-312.0,-1423.0,-32690.0,146.0,155.0,140.0
1742341128.0085187,0.0,0.0,-0.0,-322.0,-1415.0,24655.0,0.0,0.0,0.0,-323.0,-1452.0,16464.0,0.0,0.0,56.0
1742341128.0201585,0.0,0.0,-0.0,-333.0,-1444.0,8272.0,0.0,0.0,0.0,-335.0,-1481.0,81.0,0.0,0.0,0.0
1742341128.028863,0.0,0.0,-0.0,-345.0,-1473.0,-8110.0,0.0,0.0,0.0,-347.0,-1509.0,-16300.0,91.0,129.0,103.0
1742341128.0409544,0.0,0.0,-0.0,-357.0,-1501.0,-24491.0,0.0,0.0,0.0,-359.0,-1536.0,-32681.0,26.0,20.0,42.0
1742341128.0531814,0.0,0.0,-0.0,-369.0,-1528.0,24664.0,0.0,0.0,0.0,-371.0,-1563.0,16473.0,54.0,67.0,42.0
1742341128.0656717,0.0,0.0,-0.0,-381.0,-1555.0,8281.0,0.0,0.0,0.0,-383.0,-1588.0,90.0,143.0,143.0,128.0
1742341128.0777905,0.0,0.0,-0.0,-393.0,-1580.0,-8101.0,0.0,0.0,0.0,-395.0,-1613.0,-16291.0,0.0,0.0,0.0
1742341128.0858495,0.0,0.0,-0.0,-405.0,-1604.0,-24482.0,0.0,0.0,0.0,-407.0,-1636.0,-32672.0,0.0,0.0,0.0
1742341128.0983489,0.0,0.0,-0.0,-417.0,-1627.0,24673.0,0.0,0.0,0.0,-419.0,-1659.0,16482.0,132.0,134.0,134.0
1742341128.106849,0.0,0.0,-0.0,-429.0,-1650.0,8290.0,0.0,0.0,0.0,-432.0,-1681.0,99.0,35.0,25.0,18.0
1742341128.1191387,0.0,0.0,-0.0,-443.0,-1672.0,-8092.0,0.0,0.0,0.0,-446.0,-1703.0,-16282.0,0.0,25.0,0.0
1742341128.1271384,0.0,0.0,-0.0,-457.0,-1694.0,-24473.0,0.0,0.0,0.0,-460.0,-1724.0,-32663.0,37.0,33.0,34.0
1742341128.1391425,0.0,0.0,-0.0,-471.0,-1715.0,24682.0,0.0,0.0,0.0,-474.0,-1744.0,16491.0,0.0,0.0,0.0
1742341128.15119,0.0,0.0,-0.0,-485.0,-1735.0,8299.0,0.0,0.0,0.0,-488.0,-1764.0,108.0,156.0,147.0,121.0
1742341128.1595058,0.0,0.0,-0.0,-499.0,-1755.0,-8083.0,0.0,0.0,0.0,-502.0,-1783.0,-16273.0,42.0,0.0,0.0
1742341128.1720054,0.0,0.0,-0.0,-513.0,-1774.0,-24464.0,0.0,0.0,0.0,-516.0,-1802.0,-32654.0,0.0,0.0,0.0
1742341128.1805048,0.0,0.0,-0.0,-527.0,-1793.0,24691.0,0.0,0.0,0.0,-530.0,-1820.0,16500.0,132.0,170.0,138.0
1742341128.1926477,0.0,0.0,-0.0,-541.0,-1811.0,8308.0,0.0,0.0,0.0,-545.0,-1838.0,117.0,0.0,0.0,0.0
1742341128.2046468,0.0,0.0,-0.0,-555.0,-1829.0,-8074.0,0.0,0.0,0.0,-559.0,-1855.0,-16264.0,0.0,0.0,0.0
