Timestamp,1_Yaw,1_Pitch,1_Roll,1_Ax,1_Ay,1_Az,2_Yaw,2_Pitch,2_Roll,2_Ax,2_Ay,2_Az,Audio_A5,Audio_A6,Audio_A7
1742667007.686577,0.0,0.0,0.0,-20.0,-21.0,-16382.0,0.0,-0.0,0.01,-17.0,-82.0,-24572.0,0.0,0.0,0.0
1742667007.696579,0.0,0.0,0.0,-26.0,-92.0,-32763.0,0.0,-0.0,0.01,-24.0,-153.0,24583.0,115.0,113.0,67.0
1742667007.7047067,0.0,0.0,0.0,-33.0,-163.0,16391.0,0.0,-0.0,0.01,-31.0,-223.0,8200.0,2.0,16.0,29.0
1742667007.7167118,0.0,0.0,0.0,-40.0,-233.0,8.0,0.0,-0.0,0.01,-39.0,-292.0,-8182.0,53.0,50.0,19.0
1742667007.7252123,0.0,0.0,0.0,-48.0,-302.0,-16373.0,0.0,-0.0,0.01,-47.0,-360.0,-24563.0,0.0,0.0,0.0
1742667007.7332928,0.0,0.0,0.0,-56.0,-370.0,-32754.0,0.0,-0.0,0.01,-55.0,-427.0,24592.0,0.0,0.0,0.0
1742667007.7457938,0.0,0.0,0.0,-64.0,-437.0,16400.0,0.0,-0.0,0.01,-62.0,-493.0,8209.0,112.0,124.0,117.0
1742667007.7537937,0.0,0.0,0.0,-71.0,-503.0,17.0,0.0,-0.0,0.01,-70.0,-558.0,-8173.0,0.0,16.0,22.0
1742667007.765792,0.0,0.0,0.0,-79.0,-567.0,-16364.0,0.0,-0.0,0.01,-77.0,-622.0,-24554.0,0.0,0.0,0.0
1742667007.7742922,0.0,0.0,0.0,-86.0,-631.0,-32745.0,0.0,-0.0,0.01,-84.0,-685.0,24601.0,0.0,41.0,21.0
1742667007.7867956,0.0,0.0,0.0,-93.0,-694.0,16409.0,0.0,-0.0,0.01,-91.0,-747.0,8218.0,3.0,0.0,0.0
1742667007.7947938,0.0,0.0,0.0,-100.0,-756.0,26.0,0.0,-0.0,0.01,-98.0,-808.0,-8164.0,74.0,97.0,128.0
1742667007.806794,0.0,0.0,0.0,-107.0,-817.0,-16355.0,0.0,-0.0,0.01,-105.0,-868.0,-24545.0,0.0,0.0,0.0
1742667007.81537,0.0,0.0,0.0,-114.0,-877.0,-32736.0,0.0,-0.0,0.01,-113.0,-927.0,24610.0,0.0,0.0,0.0
