Timestamp,1_Yaw,1_Pitch,1_Roll,1_Ax,1_Ay,1_Az,2_Yaw,2_Pitch,2_Roll,2_Ax,2_Ay,2_Az,Audio_A5,Audio_A6,Audio_A7
1742769959.674303,0.0,0.0,0.0,-8.0,-81.0,-24572.0,0.0,-0.0,0.01,-6.0,-142.0,-32762.0,121.0,132.0,166.0
1742769959.6822948,0.0,0.0,0.0,-11.0,-152.0,24583.0,0.0,-0.0,0.01,-9.0,-212.0,16392.0,72.0,46.0,43.0
1742769959.6943011,0.0,0.0,0.0,-14.0,-222.0,8200.0,0.0,-0.0,0.01,-12.0,-281.0,9.0,85.0,114.0,107.0
1742769959.7028067,0.0,0.0,0.0,-17.0,-291.0,-8182.0,0.0,-0.0,0.01,-15.0,-349.0,-16372.0,0.0,0.0,8.0
1742769959.7148068,0.0,0.0,0.0,-20.0,-359.0,-24563.0,0.0,-0.0,0.01,-18.0,-417.0,-32753.0,0.0,0.0,0.0
1742769959.723307,0.0,0.0,0.0,-23.0,-427.0,24592.0,0.0,-0.0,0.01,-22.0,-484.0,16401.0,190.0,182.0,178.0
1742769959.7318094,0.0,0.0,0.0,-27.0,-494.0,8209.0,0.0,-0.0,0.01,-26.0,-550.0,18.0,0.0,17.0,0.0
1742769959.7438056,0.0,0.0,0.0,-31.0,-560.0,-8173.0,0.0,-0.0,0.01,-30.0,-615.0,-16363.0,69.0,3.0,0.0
1742769959.7523112,0.0,0.0,0.0,-35.0,-625.0,-24554.0,0.0,-0.0,0.01,-34.0,-680.0,-32744.0,0.0,0.0,0.0
1742769959.763822,0.0,0.0,0.0,-39.0,-689.0,24601.0,0.0,-0.0,0.01,-38.0,-743.0,16410.0,3.0,0.0,9.0
1742769959.7728057,0.0,0.0,0.0,-43.0,-752.0,8218.0,0.0,-0.0,0.01,-42.0,-805.0,27.0,212.0,168.0,174.0
1742769959.7848098,0.0,0.0,0.0,-47.0,-814.0,-8164.0,0.0,0.0,0.01,-47.0,-866.0,-16354.0,0.0,5.0,35.0
1742769959.7933116,0.0,0.0,0.0,-52.0,-875.0,-24545.0,0.0,-0.0,0.01,-51.0,-926.0,-32735.0,49.0,0.0,0.0
1742769959.805318,0.0,0.0,0.0,-56.0,-935.0,24610.0,0.0,-0.0,0.01,-55.0,-986.0,16419.0,60.0,39.0,38.0
1742769959.8138175,0.0,0.0,0.0,-60.0,-995.0,8227.0,0.0,-0.0,0.01,-59.0,-1045.0,36.0,0.0,0.0,13.0
1742769959.8258176,0.0,0.0,0.0,-64.0,-1054.0,-8155.0,0.0,-0.0,0.01,-63.0,-1103.0,-16345.0,152.0,166.0,186.0
1742769959.8343182,0.0,0.0,0.0,-68.0,-1112.0,-24536.0,0.0,-0.0,0.01,-67.0,-1160.0,-32726.0,0.0,0.0,0.0
1742769959.8463178,0.0,0.0,0.0,-72.0,-1169.0,24619.0,0.0,-0.0,0.01,-71.0,-1217.0,16428.0,0.0,0.0,0.0
1742769959.8548183,0.0,0.0,0.0,-76.0,-1226.0,8236.0,0.0,0.0,0.01,-76.0,-1273.0,45.0,126.0,133.0,159.0
1742769959.8663387,0.0,0.0,0.0,-81.0,-1282.0,-8146.0,-0.0,0.0,0.01,-81.0,-1328.0,-16336.0,0.0,27.0,0.0
1742769959.8753161,0.0,0.0,0.0,-86.0,-1337.0,-24527.0,-0.0,0.0,0.01,-86.0,-1383.0,-32717.0,96.0,92.0,75.0
1742769959.8873203,0.0,0.0,0.0,-91.0,-1392.0,24628.0,-0.0,0.0,0.01,-91.0,-1437.0,16437.0,0.0,0.0,0.0
