Timestamp,1_Yaw,1_Pitch,1_Roll,1_Ax,1_Ay,1_Az,2_Yaw,2_Pitch,2_Roll,2_Ax,2_Ay,2_Az,Audio_A5,Audio_A6,Audio_A7
1742669160.5618544,0.0,0.0,0.0,-20.0,-10.0,-16382.0,0.0,-0.0,0.01,-17.0,-72.0,-24572.0,0.0,0.0,0.0
1742669160.574489,0.0,0.0,0.0,-27.0,-77.0,-32763.0,0.0,-0.0,0.01,-24.0,-138.0,24583.0,9.0,0.0,42.0
1742669160.582489,0.0,0.0,0.0,-34.0,-143.0,16391.0,0.0,-0.0,0.01,-32.0,-203.0,8200.0,15.0,0.0,13.0
1742669160.5946312,0.0,0.0,0.0,-42.0,-208.0,8.0,0.0,-0.0,0.01,-40.0,-267.0,-8182.0,127.0,104.0,96.0
1742669160.6032548,0.0,0.0,0.0,-50.0,-272.0,-16373.0,0.0,-0.0,0.01,-48.0,-330.0,-24563.0,18.0,0.0,0.0
1742669160.6152897,0.0,0.0,0.0,-58.0,-335.0,-32754.0,0.0,-0.0,0.01,-56.0,-392.0,24592.0,0.0,0.0,0.0
1742669160.6232893,0.0,0.0,0.0,-66.0,-397.0,16400.0,0.0,-0.0,0.01,-64.0,-454.0,8209.0,48.0,110.0,112.0
1742669160.6357925,0.0,0.0,0.0,-74.0,-459.0,17.0,0.0,-0.0,0.01,-72.0,-515.0,-8173.0,0.0,0.0,24.0
1742669160.6443002,0.0,0.0,0.0,-82.0,-520.0,-16364.0,0.0,-0.0,0.01,-80.0,-575.0,-24554.0,127.0,67.0,53.0
1742669160.6562886,0.0,0.0,0.0,-90.0,-579.0,-32745.0,0.0,-0.0,0.01,-88.0,-633.0,24601.0,0.0,0.0,0.0
1742669160.6644132,0.0,0.0,0.0,-98.0,-637.0,16409.0,0.0,-0.0,0.01,-96.0,-690.0,8218.0,0.0,0.0,0.0
1742669160.6769125,0.0,0.0,0.0,-106.0,-694.0,26.0,0.0,-0.0,0.01,-105.0,-746.0,-8164.0,123.0,105.0,148.0
1742669160.6854122,0.0,0.0,0.0,-115.0,-750.0,-16355.0,0.0,-0.0,0.01,-114.0,-802.0,-24545.0,0.0,22.0,0.0
1742669160.6974375,0.0,0.0,0.0,-124.0,-806.0,-32736.0,0.0,-0.0,0.01,-123.0,-857.0,24610.0,37.0,12.0,0.0
1742669160.7059376,0.0,0.0,0.0,-133.0,-861.0,16418.0,0.0,-0.0,0.01,-132.0,-911.0,8227.0,0.0,0.0,0.0
1742669160.7176533,0.0,0.0,0.0,-142.0,-915.0,35.0,0.0,-0.0,0.01,-141.0,-964.0,-8155.0,0.0,0.0,0.0
1742669160.7261531,0.0,0.0,0.0,-151.0,-968.0,-16346.0,0.0,-0.0,0.01,-150.0,-1017.0,-24536.0,164.0,104.0,110.0
1742669160.737816,0.0,0.0,0.0,-160.0,-1021.0,-32727.0,0.0,0.0,0.01,-160.0,-1069.0,24619.0,2.0,39.0,10.0
1742669160.7467127,0.0,0.0,0.0,-170.0,-1073.0,16427.0,0.0,0.0,0.01,-170.0,-1120.0,8236.0,0.0,0.0,0.0
1742669160.758713,0.0,0.0,0.0,-180.0,-1123.0,44.0,0.0,0.0,0.01,-180.0,-1169.0,-8146.0,31.0,84.0,76.0
1742669160.7672143,0.0,0.0,0.0,-190.0,-1172.0,-16337.0,0.0,0.0,0.01,-190.0,-1218.0,-24527.0,1.0,21.0,53.0
1742669160.7792127,0.0,0.0,0.0,-200.0,-1221.0,-32718.0,0.0,0.0,0.01,-200.0,-1266.0,24628.0,71.0,21.0,50.0
1742669160.787213,0.0,0.0,0.0,-210.0,-1269.0,16436.0,0.0,0.0,0.01,-210.0,-1313.0,8245.0,0.0,0.0,0.0
1742669160.799237,0.0,0.0,0.0,-220.0,-1316.0,53.0,0.0,0.0,0.01,-220.0,-1359.0,-8137.0,0.0,0.0,0.0
1742669160.8118057,0.0,0.0,0.0,-230.0,-1362.0,-16328.0,0.0,0.0,0.01,-230.0,-1405.0,-24518.0,131.0,123.0,139.0
1742669160.820305,0.0,0.0,0.0,-240.0,-1408.0,-32709.0,0.0,0.0,0.01,-240.0,-1450.0,24637.0,0.0,12.0,0.0
1742669160.8323088,0.0,0.0,0.0,-250.0,-1453.0,16445.0,0.0,0.0,0.01,-251.0,-1494.0,8254.0,0.0,0.0,0.0
1742669160.8404174,0.0,0.0,0.0,-261.0,-1497.0,62.0,0.0,0.0,0.01,-262.0,-1538.0,-8128.0,48.0,40.0,68.0
1742669160.8528051,0.0,0.0,0.0,-272.0,-1541.0,-16319.0,0.0,0.0,0.01,-273.0,-1581.0,-24509.0,0.0,0.0,1.0
1742669160.8613057,0.0,0.0,0.0,-283.0,-1584.0,-32700.0,0.0,0.0,0.0,-284.0,-1623.0,24646.0,117.0,86.0,43.0
1742669160.8733072,0.0,0.0,0.0,-294.0,-1626.0,16454.0,0.0,0.0,0.0,-295.0,-1664.0,8263.0,0.0,0.0,0.0
1742669160.8813076,0.0,0.0,0.0,-305.0,-1667.0,71.0,0.0,0.0,0.0,-306.0,-1705.0,-8119.0,0.0,0.0,2.0
1742669160.893439,0.0,0.0,0.0,-316.0,-1708.0,-16310.0,0.0,0.0,0.0,-317.0,-1745.0,-24500.0,149.0,113.0,136.0
1742669160.9064417,0.0,0.0,0.0,-327.0,-1748.0,-32691.0,0.0,0.0,0.0,-329.0,-1784.0,24655.0,71.0,80.0,66.0
1742669160.9184637,0.0,0.0,0.0,-339.0,-1786.0,16463.0,0.0,0.0,0.0,-341.0,-1821.0,8272.0,13.0,4.0,12.0
1742669160.9269648,0.0,0.0,0.0,-351.0,-1823.0,80.0,0.0,0.0,0.0,-353.0,-1857.0,-8110.0,86.0,74.0,57.0
1742669160.939466,0.0,0.0,0.0,-363.0,-1859.0,-16301.0,0.0,0.0,0.0,-365.0,-1892.0,-24491.0,12.0,0.0,0.0
1742669160.9509745,0.0,0.0,0.0,-375.0,-1894.0,-32682.0,0.0,0.0,0.0,-377.0,-1927.0,24664.0,0.0,0.0,0.0
1742669160.959464,0.0,0.0,0.0,-387.0,-1929.0,16472.0,0.0,0.0,0.0,-389.0,-1961.0,8281.0,69.0,114.0,119.0
1742669160.9714057,0.0,0.0,0.0,-399.0,-1963.0,89.0,0.0,0.0,0.0,-401.0,-1995.0,-8101.0,81.0,24.0,11.0
1742669160.9799051,0.0,0.0,0.0,-411.0,-1997.0,-16292.0,0.0,0.0,0.0,-413.0,-2028.0,-24482.0,0.0,3.0,0.0
1742669160.991905,0.0,0.0,0.0,-423.0,-2030.0,-32673.0,0.0,0.0,0.0,-425.0,-2060.0,24673.0,0.0,24.0,52.0
1742669161.0004072,0.0,0.0,0.0,-435.0,-2062.0,16481.0,0.0,0.0,0.0,-437.0,-2092.0,8290.0,29.0,33.0,9.0
1742669161.012411,0.0,0.0,0.0,-447.0,-2094.0,98.0,0.0,0.0,0.0,-450.0,-2123.0,-8092.0,111.0,125.0,113.0
1742669161.0209124,0.0,0.0,0.0,-460.0,-2125.0,-16283.0,0.0,0.0,0.0,-463.0,-2153.0,-24473.0,0.0,0.0,0.0
1742669161.0329118,0.0,0.0,0.0,-473.0,-2155.0,-32664.0,0.0,0.0,0.0,-476.0,-2183.0,24682.0,0.0,0.0,0.0
1742669161.0414128,0.0,0.0,0.0,-486.0,-2185.0,16490.0,0.0,0.0,0.0,-489.0,-2212.0,8299.0,80.0,129.0,103.0
1742669161.057575,0.0,0.0,0.0,-499.0,-2214.0,107.0,0.0,0.0,0.0,-502.0,-2240.0,-8083.0,33.0,96.0,42.0
1742669161.0695899,0.0,0.0,0.0,-512.0,-2242.0,-16274.0,0.0,0.0,0.0,-515.0,-2267.0,-24464.0,15.0,8.0,16.0
1742669161.0780742,0.0,0.0,0.0,-525.0,-2269.0,-32655.0,0.0,0.0,0.0,-529.0,-2294.0,24691.0,112.0,55.0,66.0
1742669161.0900753,0.0,0.0,0.0,-539.0,-2295.0,16499.0,0.0,0.0,0.0,-543.0,-2319.0,8308.0,0.0,0.0,0.0
1742669161.0985768,0.0,0.0,0.0,-553.0,-2320.0,116.0,0.0,0.0,0.0,-557.0,-2344.0,-8074.0,0.0,0.0,0.0
1742669161.1106029,0.0,0.0,0.0,-567.0,-2345.0,-16265.0,0.0,0.0,0.0,-571.0,-2368.0,-24455.0,95.0,113.0,110.0
1742669161.1190848,0.0,0.0,0.0,-581.0,-2369.0,-32646.0,0.0,0.0,0.0,-585.0,-2392.0,24700.0,41.0,6.0,22.0
1742669161.1310852,0.0,0.0,0.0,-595.0,-2393.0,16508.0,0.0,0.0,0.0,-599.0,-2415.0,8317.0,0.0,0.0,0.0
1742669161.1395848,0.0,0.0,0.0,-609.0,-2416.0,125.0,0.0,0.0,0.0,-613.0,-2437.0,-8065.0,45.0,39.0,50.0
1742669161.1515846,0.0,0.0,0.0,-623.0,-2438.0,-16256.0,0.0,0.0,0.0,-628.0,-2459.0,-24446.0,46.0,7.0,15.0
1742669161.1600847,0.0,0.0,0.0,-638.0,-2460.0,-32637.0,0.0,0.0,0.0,-642.0,-2480.0,24709.0,91.0,78.0,100.0
1742669161.1718981,0.0,0.0,0.0,-652.0,-2481.0,16517.0,0.0,0.0,0.0,-656.0,-2501.0,8326.0,0.0,0.0,0.0
1742669161.1808975,0.0,0.0,0.0,-666.0,-2502.0,134.0,0.0,0.0,0.0,-671.0,-2521.0,-8056.0,0.0,0.0,0.0
1742669161.196901,0.0,0.0,0.0,-681.0,-2522.0,-16247.0,0.0,0.0,0.0,-686.0,-2540.0,-24437.0,0.0,0.0,0.0
1742669161.2088988,0.0,0.0,0.0,-696.0,-2541.0,-32628.0,0.0,0.0,0.0,-701.0,-2559.0,24718.0,26.0,48.0,50.0
